"lon","lat","precip_1"
-178.75,-88.75,0.119999997317791
-176.25,-88.75,0.129999995231628
-173.75,-88.75,0.129999995231628
-171.25,-88.75,0.129999995231628
-168.75,-88.75,0.129999995231628
-166.25,-88.75,0.129999995231628
-163.75,-88.75,0.129999995231628
-161.25,-88.75,0.129999995231628
-158.75,-88.75,0.129999995231628
-156.25,-88.75,0.129999995231628
-153.75,-88.75,0.129999995231628
-151.25,-88.75,0.129999995231628
-148.75,-88.75,0.129999995231628
-146.25,-88.75,0.129999995231628
-143.75,-88.75,0.129999995231628
-141.25,-88.75,0.129999995231628
-138.75,-88.75,0.129999995231628
-136.25,-88.75,0.129999995231628
-133.75,-88.75,0.129999995231628
-131.25,-88.75,0.129999995231628
-128.75,-88.75,0.129999995231628
-126.25,-88.75,0.129999995231628
-123.75,-88.75,0.129999995231628
-121.25,-88.75,0.129999995231628
-118.75,-88.75,0.129999995231628
-116.25,-88.75,0.129999995231628
-113.75,-88.75,0.129999995231628
-111.25,-88.75,0.129999995231628
-108.75,-88.75,0.129999995231628
-106.25,-88.75,0.129999995231628
-103.75,-88.75,0.129999995231628
-101.25,-88.75,0.129999995231628
-98.75,-88.75,0.129999995231628
-96.25,-88.75,0.129999995231628
-93.75,-88.75,0.129999995231628
-91.25,-88.75,0.129999995231628
-88.75,-88.75,0.129999995231628
-86.25,-88.75,0.129999995231628
-83.75,-88.75,0.129999995231628
-81.25,-88.75,0.129999995231628
-78.75,-88.75,0.129999995231628
-76.25,-88.75,0.129999995231628
-73.75,-88.75,0.119999997317791
-71.25,-88.75,0.109999999403954
-68.75,-88.75,0.109999999403954
-66.25,-88.75,0.109999999403954
-63.75,-88.75,0.109999999403954
-61.25,-88.75,0.109999999403954
-58.75,-88.75,0.109999999403954
-56.25,-88.75,0.109999999403954
-53.75,-88.75,0.100000001490116
-51.25,-88.75,0.100000001490116
-48.75,-88.75,0.100000001490116
-46.25,-88.75,0.100000001490116
-43.75,-88.75,0.100000001490116
-41.25,-88.75,0.100000001490116
-38.75,-88.75,0.100000001490116
-36.25,-88.75,0.100000001490116
-33.75,-88.75,0.0900000035762787
-31.25,-88.75,0.0900000035762787
-28.75,-88.75,0.0900000035762787
-26.25,-88.75,0.0900000035762787
-23.75,-88.75,0.0900000035762787
-21.25,-88.75,0.0900000035762787
-18.75,-88.75,0.0900000035762787
-16.25,-88.75,0.0900000035762787
-13.75,-88.75,0.0799999982118607
-11.25,-88.75,0.0799999982118607
-8.75,-88.75,0.0799999982118607
-6.25,-88.75,0.0799999982118607
-3.75,-88.75,0.0799999982118607
-1.25,-88.75,0.0700000002980232
1.25,-88.75,0.0799999982118607
3.75,-88.75,0.0700000002980232
6.25,-88.75,0.0700000002980232
8.75,-88.75,0.0700000002980232
11.25,-88.75,0.0700000002980232
13.75,-88.75,0.0700000002980232
16.25,-88.75,0.0700000002980232
18.75,-88.75,0.0700000002980232
21.25,-88.75,0.0700000002980232
23.75,-88.75,0.0700000002980232
26.25,-88.75,0.0700000002980232
28.75,-88.75,0.0700000002980232
31.25,-88.75,0.0700000002980232
33.75,-88.75,0.0700000002980232
36.25,-88.75,0.0700000002980232
38.75,-88.75,0.0700000002980232
41.25,-88.75,0.0700000002980232
43.75,-88.75,0.0700000002980232
46.25,-88.75,0.0700000002980232
48.75,-88.75,0.0700000002980232
51.25,-88.75,0.0700000002980232
53.75,-88.75,0.0700000002980232
56.25,-88.75,0.0700000002980232
58.75,-88.75,0.0799999982118607
61.25,-88.75,0.0799999982118607
63.75,-88.75,0.0799999982118607
66.25,-88.75,0.0799999982118607
68.75,-88.75,0.0799999982118607
71.25,-88.75,0.0799999982118607
73.75,-88.75,0.0799999982118607
76.25,-88.75,0.0799999982118607
78.75,-88.75,0.0799999982118607
81.25,-88.75,0.0799999982118607
83.75,-88.75,0.0799999982118607
86.25,-88.75,0.0799999982118607
88.75,-88.75,0.0799999982118607
91.25,-88.75,0.0799999982118607
93.75,-88.75,0.0799999982118607
96.25,-88.75,0.0799999982118607
98.75,-88.75,0.0900000035762787
101.25,-88.75,0.0900000035762787
103.75,-88.75,0.0900000035762787
106.25,-88.75,0.0900000035762787
108.75,-88.75,0.0900000035762787
111.25,-88.75,0.0900000035762787
113.75,-88.75,0.0900000035762787
116.25,-88.75,0.0900000035762787
118.75,-88.75,0.0900000035762787
121.25,-88.75,0.0900000035762787
123.75,-88.75,0.100000001490116
126.25,-88.75,0.100000001490116
128.75,-88.75,0.100000001490116
131.25,-88.75,0.100000001490116
133.75,-88.75,0.100000001490116
136.25,-88.75,0.100000001490116
138.75,-88.75,0.100000001490116
141.25,-88.75,0.109999999403954
143.75,-88.75,0.109999999403954
146.25,-88.75,0.109999999403954
148.75,-88.75,0.109999999403954
151.25,-88.75,0.109999999403954
153.75,-88.75,0.109999999403954
156.25,-88.75,0.109999999403954
158.75,-88.75,0.109999999403954
161.25,-88.75,0.119999997317791
163.75,-88.75,0.119999997317791
166.25,-88.75,0.119999997317791
168.75,-88.75,0.119999997317791
171.25,-88.75,0.119999997317791
173.75,-88.75,0.119999997317791
176.25,-88.75,0.119999997317791
178.75,-88.75,0.119999997317791
-178.75,-86.25,0.140000000596046
-176.25,-86.25,0.150000005960464
-173.75,-86.25,0.159999996423721
-171.25,-86.25,0.159999996423721
-168.75,-86.25,0.159999996423721
-166.25,-86.25,0.159999996423721
-163.75,-86.25,0.159999996423721
-161.25,-86.25,0.159999996423721
-158.75,-86.25,0.159999996423721
-156.25,-86.25,0.159999996423721
-153.75,-86.25,0.159999996423721
-151.25,-86.25,0.159999996423721
-148.75,-86.25,0.159999996423721
-146.25,-86.25,0.159999996423721
-143.75,-86.25,0.159999996423721
-141.25,-86.25,0.159999996423721
-138.75,-86.25,0.159999996423721
-136.25,-86.25,0.170000001788139
-133.75,-86.25,0.170000001788139
-131.25,-86.25,0.170000001788139
-128.75,-86.25,0.170000001788139
-126.25,-86.25,0.170000001788139
-123.75,-86.25,0.170000001788139
-121.25,-86.25,0.170000001788139
-118.75,-86.25,0.170000001788139
-116.25,-86.25,0.170000001788139
-113.75,-86.25,0.170000001788139
-111.25,-86.25,0.170000001788139
-108.75,-86.25,0.170000001788139
-106.25,-86.25,0.170000001788139
-103.75,-86.25,0.170000001788139
-101.25,-86.25,0.170000001788139
-98.75,-86.25,0.170000001788139
-96.25,-86.25,0.170000001788139
-93.75,-86.25,0.159999996423721
-91.25,-86.25,0.159999996423721
-88.75,-86.25,0.159999996423721
-86.25,-86.25,0.159999996423721
-83.75,-86.25,0.159999996423721
-81.25,-86.25,0.159999996423721
-78.75,-86.25,0.150000005960464
-76.25,-86.25,0.159999996423721
-73.75,-86.25,0.150000005960464
-71.25,-86.25,0.129999995231628
-68.75,-86.25,0.129999995231628
-66.25,-86.25,0.119999997317791
